,created_at,tweet,clean_tweets,tweet_len,sentiment
10,2019-10-18 10:35:22,"RT @realDonaldTrump: Democrats are now the party of high taxes, high crime, open borders, late-term abortion, socialism, and blatant corrup…",realdonaldtrump democrat pa high tax high crime open border late term abo ion socialism blatant rrup,100,-1
11,2019-10-18 10:35:23,"RT @realDonaldTrump: Democrats are now the party of high taxes, high crime, open borders, late-term abortion, socialism, and blatant corrup…",realdonaldtrump democrat pa high tax high crime open border late term abo ion socialism blatant rrup,100,-1
12,2019-10-18 10:35:23,@realDonaldTrump Go Nancy!!!!l vote for you any time.,realdonaldtrump go nancy vote time,34,0
13,2019-10-18 10:35:24,"@realDonaldTrump Trump is now the world wide disgrace who drags America's image in the dirt, deserts our allies and… https://t.co/OnbkuW6kWr",realdonaldtrump trump world wide disgrace drag america image di dese ally onbkuw kwr,84,-1
14,2019-10-18 10:35:24,"RT @realDonaldTrump: Democrats are now the party of high taxes, high crime, open borders, late-term abortion, socialism, and blatant corrup…",realdonaldtrump democrat pa high tax high crime open border late term abo ion socialism blatant rrup,100,-1
15,2019-10-18 10:35:24,"RT @realDonaldTrump: The radical left tolerates no dissent, it permits no opposition, it accepts no compromise, and it has absolutely no re…",realdonaldtrump radical left tolerates dissent permit opposition accepts mpromise absolutely,92,1
16,2019-10-18 10:35:25,"RT @realDonaldTrump: “About 500,000 human beings were killed in Syria while Barack Obama was president &amp; leading for a “political settlemen…",realdonaldtrump human being killed syria barack obama president amp leading political settlemen,95,-1
17,2019-10-18 10:35:25,"RT @realDonaldTrump: Democrats are now the party of high taxes, high crime, open borders, late-term abortion, socialism, and blatant corrup…",realdonaldtrump democrat pa high tax high crime open border late term abo ion socialism blatant rrup,100,-1
18,2019-10-18 10:35:26,"RT @realDonaldTrump: Democrats are now the party of high taxes, high crime, open borders, late-term abortion, socialism, and blatant corrup…",realdonaldtrump democrat pa high tax high crime open border late term abo ion socialism blatant rrup,100,-1
19,2019-10-18 10:35:26,"RT @realDonaldTrump: Nancy Pelosi needs help fast! There is either something wrong with her “upstairs,” or she just plain doesn’t like our…",realdonaldtrump nancy pelosi need help fast either something wrong upstairs plain like,86,-1
20,2019-10-18 10:35:26,"RT @realDonaldTrump: This is a great day for civilization. I am proud of the United States for sticking by me in following a necessary, but…",realdonaldtrump great day civilization proud united state sticking following necessary,86,1
21,2019-10-18 10:35:26,"RT @realDonaldTrump: Nancy Pelosi needs help fast! There is either something wrong with her “upstairs,” or she just plain doesn’t like our…",realdonaldtrump nancy pelosi need help fast either something wrong upstairs plain like,86,-1
22,2019-10-18 10:35:26,"RT @realDonaldTrump: This is a great day for civilization. I am proud of the United States for sticking by me in following a necessary, but…",realdonaldtrump great day civilization proud united state sticking following necessary,86,1
23,2019-10-18 10:35:26,@realDonaldTrump GASLIGHTER ...... just resign and resume your previous job as a con-man / grifter in your fake cor… https://t.co/EsvBQzNv1e,realdonaldtrump gaslighter resign resume previous job man grifter fake esvbqznv,79,-1
24,2019-10-18 10:35:27,@realDonaldTrump The radical fake president is trying to sell the American people a bill of goods that pits familie… https://t.co/S7rLHDSIwx,realdonaldtrump radical fake president trying sell american people bill good pit familie rlhdsiwx,97,1
25,2019-10-18 10:35:27,"RT @realDonaldTrump: Democrats are now the party of high taxes, high crime, open borders, late-term abortion, socialism, and blatant corrup…",realdonaldtrump democrat pa high tax high crime open border late term abo ion socialism blatant rrup,100,-1
26,2019-10-18 10:35:28,"RT @realDonaldTrump: Democrats are now the party of high taxes, high crime, open borders, late-term abortion, socialism, and blatant corrup…",realdonaldtrump democrat pa high tax high crime open border late term abo ion socialism blatant rrup,100,-1
