,created_at,tweet,clean_tweets,tweet_len,sentiment
80,2020-03-10 17:09:07,"RT @TrevorPetersTV: JUST IN: @IUHealthWCR has new visitation rules as #coronavirus spreads:

-No one under 18 allowed to visit (unless they…",trevorpeterstv iuhealthwcr new visitation rule ronavirus spread one allowed visit unless,88,1
81,2020-03-10 17:09:07,"RT @tastefullytayy: Coronavirus has crossed the line for Italians
https://t.co/wmI41MKZZn",tastefullytayy coronavirus crossed line italian wmi mkzzn,57,0
82,2020-03-10 17:09:07,"RT @mrgracemugabe: italy - entire country in lockdown
france - time for a smurf festival",mrgracemugabe italy entire untry lockdown france time smurf festival,68,0
83,2020-03-10 17:09:07,"RT @RudyGiuliani: The United States Leading Causes of Death, CDC data:

Heart Disease: 635,260
Cancer: 598,038
Accidents: 161,374
CLRD: 154…",rudygiuliani united state leading cause death cdc data hea disease cancer accident clrd,87,0
84,2020-03-10 17:09:07,The first time a BJP minister took tough questions and came out more or less unscathed. Too few testing centres but… https://t.co/c865yw1ybJ,first time bjp minister took tough question came le unscathed testing centre yw ybj,83,-1
85,2020-03-10 17:09:07,RT @pixiestateomind: Europe importing diseases to Africa... Where have I seen this before?,pixiestateomind europe impo ing disease africa seen,51,0
86,2020-03-10 17:09:07,"RT @paddymacc1: self quarantine and help beat #COVID19 #COVID19ireland

The power of one 😎 https://t.co/50QIaXSl6U",paddymacc self quarantine help beat covid covid ireland power one qiaxsl,72,0
87,2020-03-10 17:09:07,Can dogs get coronavirus? https://t.co/rT99FJB6Ri,dog get ronavirus rt fjb ri,27,0
88,2020-03-10 17:09:07,"RT @SaraCarterDC: Stocks rebound, with Dow jumping more than 800 points, after President Trump says he'll propose a payroll tax cut to ease…",saraca erdc stock rebound dow jumping point president trump say propose payroll tax cut ease,92,0
89,2020-03-10 17:09:07,RT @ScottGottliebMD: Analysts at @AEI have started a tool @COVID2019tests to track total #coronavirus testing capacity on a per-patient per…,ttgottliebmd analyst aei sta ed tool covid test track total ronavirus testing capacity per patient per,102,0
90,2020-03-10 17:09:07,RT @adilray: Anyone run out of toilet paper? Use one of these. Ask one of your Asian mates for instructions. #COVIDー19 https://t.co/cq69rbK…,adilray anyone run toilet paper use one ask one asian mate instruction covid cq rbk,83,-1
91,2020-03-10 17:09:07,"RT @labisbeticah: Please, please guys. Here in northern #Italy we made one big mistake. Everybody kept saying ""It's just flu"" and now our i…",labisbeticah please please guy hern italy made one big mistake everybody kept saying flu,88,0
92,2020-03-10 17:09:07,RT @rising_serpent: Gavin Newsom issues an astoundingly  glowing endorsement of Trump and Pence's handling of coronavirus and cruise ship r…,rising serpent gavin newsom issue astoundingly glowing endorsement trump penny handling ronavirus cruise ship,109,1
93,2020-03-10 17:09:07,"RT @Vijayabaskarofl: #Corona update: a good news for Our state, the Pt undergoing treatment at #RGGH is tested negative for Corona,this spe…",vijayabaskarofl corona update good news state pt undergoing treatment rggh tested negative corona spe,101,1
94,2020-03-10 17:09:07,"RT @mayorfeet: im so proud of how VN is dealing with covid19, my parents are being quarantined and they said testing, accommodation, meals,…",mayorfeet im proud vn dealing vid parent quarantined said testing ac mmodation meal,83,1
95,2020-03-10 17:09:07,RT @ChipoNcwana: In this amapiano economy?,chiponcwana amapiano nomy,25,0
96,2020-03-10 17:09:07,RT @chaselyons: Corona got these flights cheap as hell why not https://t.co/9Oh44VXNa1,chaselyons corona got flight cheap hell oh vxna,47,1
97,2020-03-10 17:09:07,"RT @Vijayabaskarofl: #Corona update: a good news for Our state, the Pt undergoing treatment at #RGGH is tested negative for Corona,this spe…",vijayabaskarofl corona update good news state pt undergoing treatment rggh tested negative corona spe,101,1
98,2020-03-10 17:09:07,shut da FUCK up caucasiod,shut da fuck caucasiod,22,-1
99,2020-03-10 17:09:07,RT @DeadlineDayLive: UEFA are seriously considering suspending the Champions League and Europa League after the round of 16 matches are don…,deadlinedaylive uefa seriously nsidering suspending champion league europa league round match,93,-1
100,2020-03-10 17:11:17,RT @keywilliamss: So NONE of these Corona Virus cases have been black people?! LEMME FOUND OUT WE IMMUNE. It’s the least God can do after s…,keywilliamss none corona virus case black people lemme found immune least god,77,-1
101,2020-03-10 17:11:17,All my Puneites its time for prevention and patience as corona virus initiated in pune but we will stop him asap by… https://t.co/3mMrcgmyhs,puneites time prevention patience rona virus initiated pune stop asap mmrcgmyhs,79,0
102,2020-03-10 17:11:17,"Victory ceremony.
Not to early to be announced?",victory ceremony early announced,32,1
103,2020-03-10 17:11:17,COVID-19 (Coronavirus) Update - Spoiler: It's All Bad News https://t.co/570ffbCwD1 via @YouTube,covid coronavirus update spoiler bad news ffbcwd via youtube,60,-1
104,2020-03-10 17:11:17,"PBC convention center guest has coronavirus
https://t.co/nYkbwhyxNH",pbc nvention center guest ronavirus nykbwhyxnh,46,-1
105,2020-03-10 17:11:17,"RT @sherry48798550: YES!! Why are people hoarding toilet paper!?! You can’t eat it, heat your house or run your car with it! 🤨 I thought th…",sherry yes people hoarding toilet paper eat heat house run car thought th,73,-1
106,2020-03-10 17:11:17,"RT @winyeemichelle: This is going to sound kinda mad, but this week, pls consider making your weekly takeout a Chinese takeaway. My family'…",winyeemichelle going sound kinda mad week pls nsider making weekly takeout chinese takeaway family,98,-1
107,2020-03-10 17:11:17,"RT @leppuccino: “stop touching your face to avoid spread of the coronavirus”

me every 2 minutes: https://t.co/Yf81201eP9",leppuccino stop touching face avoid spread ronavirus every minute yf ep,71,1
108,2020-03-10 17:11:17,RT @ambernoelle: This is going to be a really tough time for everyone with a new book or a book coming out soon. (I say this as someone wat…,ambernoelle going really tough time everyone new book book ming soon say someone wat,84,-1
109,2020-03-10 17:11:17,"RT @MoHFW_INDIA: #COVID19 #HelpUsToHelpYou

Travel Advisory:

Indian citizens are STRONGLY ADVISED to refrain from travelling to China, It…",mohfw india covid helpustohelpyou travel advisory indian citizen strongly advised refrain travelling china,106,1
110,2020-03-10 17:11:17,RT @danielstorey85: Nottingham Forest owner Evangelos Marinakis - who was at the home game on Friday - has announced that he has the Corona…,danielstorey nottingham forest owner evangelos marinakis home game friday announced corona,90,-1
111,2020-03-10 17:11:17,RT @weebplug: When you’re on the train and can’t touch any of the poles because you might catch the coronavirus https://t.co/mypGbHk6q0,weebplug train touch pole might catch ronavirus mypgbhk,55,0
112,2020-03-10 17:11:17,"RT @CrypticNoOne: That's a free $4,600 for me I'm built different 💯",crypticnoone free built different,33,1
113,2020-03-10 17:11:17,"RT @AdamSchiff: Congress has passed a funding package for testing, care and research on coronavirus.

We have plans for worker protections…",adamschiff congress passed funding package testing care research ronavirus plan worker protection,97,0
114,2020-03-10 17:11:17,RT @MeelzTV: Allergy season showing up also during Coronavirus season. Which is it?! https://t.co/fXUbr5uN3l,meelztv allergy season showing also coronavirus season fxubr un,63,0
115,2020-03-10 17:11:17,"RT @leppuccino: “stop touching your face to avoid spread of the coronavirus”

me every 2 minutes: https://t.co/Yf81201eP9",leppuccino stop touching face avoid spread ronavirus every minute yf ep,71,1
116,2020-03-10 17:11:17,RT @Dev_thehumanist: I have a question to Bhakts from UP ruled by @myogiadityanath . If you get Corona virus infection and if you are given…,dev thehumanist question bhakts ruled myogiadityanath get corona virus infection given,86,0
117,2020-03-10 17:11:17,"RT @shomaristone: How dangerous is the coronavirus?
Though #coronavirus is ""definitely"" more contagious than the flu, it's important to rem…",shomaristone dangerous ronavirus though ronavirus definitely ntagious flu impo ant rem,86,-1
118,2020-03-10 17:11:17,"RT @alfonslopeztena: Trump team see the coronavirus crisis as an opportunity to finally deliver on promises including border restrictions,…",alfonslopeztena trump team see ronavirus crisis oppo unity finally deliver promise including border restriction,111,0
119,2020-03-10 17:11:17,"RT @AlanGWardrop: It’s a myth that the #coronavirus is a breeze unless you are old and/or have a health issue.
Reports from Italy show sign…",alangwardrop myth ronavirus breeze unless old health issue repo italy show sign,79,1
120,2020-03-10 17:11:17,RT @FenitN: Christ Church Georgetown says all the parishioners they contacted are complying with the self  quarantine request. I talked to…,fenitn christ church georgetown say parishioner ntacted mplying self quarantine request talked,94,0
121,2020-03-10 17:11:17,"RT @_SJPeace_: This is how Singapore is fighting the Corona Virus

WOW!

This is what a government that cares about its people looks like.…",sjpeace singapore fighting corona virus wow government care people look like,76,1
122,2020-03-10 17:11:17,“One important aspect in controlling the coronavirus and saving patients’ lives will be the use of ventilators in h… https://t.co/volQQwkmuh,one impo ant aspect ntrolling ronavirus saving patient life use ventilator volqqwkmuh,85,0
123,2020-03-10 17:11:17,RT @TNCommerceInsur: We are proud to announce today that all of Tennessee’s licensed major medical insurance carriers have notified us they…,tncommerceinsur proud announce today tennessee licensed major medical insurance carrier notified u,98,1
124,2020-03-10 17:11:17,you have my full attention.,full attention,14,1
125,2020-03-10 17:11:17,RT @DavidDTSS: lol it's wild seeing every single other country grappling with this virus in ways we KNOW the US will never do,daviddtss lol wild seeing every single untry grappling virus way know u never,77,1
126,2020-03-10 17:11:17,RT @Noahpinion: And the lockdowns begin! https://t.co/UzXRODFige,noahpinion lockdown begin uzxrodfige,36,0
127,2020-03-10 17:11:17,"RT @osamakhalyd: Before there was the Coronavirus there was
""The Corrupted Blood Plague"" of '05. The outbreak in World Of Warcraft.

A sim…",osamakhalyd coronavirus corrupted blood plague outbreak world warcraft sim,74,0
128,2020-03-10 17:11:17,"RT @Education4Libs: 26 Americans are dead from the Coronavirus &amp; the MSM is acting like the sky is falling

Meanwhile, the Clintons have ha…",education libs american dead coronavirus amp msm acting like sky falling meanwhile clinton ha,93,-1
129,2020-03-10 17:11:17,If all we have to do is wash our hands then why are people still getting coughs and colds that aren't the… https://t.co/iS0hCFj3UB,wash hand people still getting ughs lds hcfj ub,47,0
130,2020-03-10 17:11:17,"RT @JohnJHarwood: in other words, the Trump administration CDC director says it’s wrong and inappropriate to call it what @GOPLeader Kevin…",johnjharwood word trump administration cdc director say wrong inappropriate call gopleader kevin,96,-1
131,2020-03-10 17:11:17,RT @PrisonPlanet: MIT scientist Shiva Ayyadurai claims that coronavirus “fear mongering” is a “Deep State fraud” to manipulate financial ma…,prisonplanet mit scientist shiva ayyadurai claim ronavirus fear mongering deep state fraud manipulate financial,111,0
132,2020-03-10 17:11:17,RT @postgrad_barty: if u ever drank jungle juice properly made in a trash can (consisting of like 25% Hawaiian Punch 50% liquor 15% natty l…,postgrad ba ever drank jungle juice properly made trash nsisting like hawaiian punch liquor natty,97,0
133,2020-03-10 17:11:17,RT @Hova_is_Back: I’m not saying I have the coronavirus but I am saying that the Astros cheated in the World Series,hova back saying ronavirus saying astros cheated world series,61,0
134,2020-03-10 17:11:17,RT @BernieSanders: It's good news that Detroit is restoring water to thousands of households. But it shouldn't take a crisis like the sprea…,berniesanders good news detroit restoring water thousand household take crisis like sprea,89,1
135,2020-03-10 17:11:17,RT @mayawiley: We can’t go backwards. At a time when we should be getting #healthcare to everyone. And when voters demand a system that ens…,mayawiley go backwards time getting healthcare everyone voter demand system en,78,0
136,2020-03-10 17:11:17,RT @karriehiggins: I would hope abled people will remember the cabin fever &amp; loneliness of isolation and treat their homebound disabled fri…,karriehiggins would hope abled people remember cabin fever amp loneliness isolation treat homebound disabled fri,112,-1
137,2020-03-10 17:11:17,"RT @pinkdrinx: @Mwforhr @metaquest I’ve been tweeting this:
#Amazon has the address of millions of people. @JeffBezos has Billion$. He coul…",pinkdrinx mwforhr metaquest tweeting amazon address million people jeffbezos billion ul,87,0
138,2020-03-10 17:11:17,"RT @winyeemichelle: This is going to sound kinda mad, but this week, pls consider making your weekly takeout a Chinese takeaway. My family'…",winyeemichelle going sound kinda mad week pls nsider making weekly takeout chinese takeaway family,98,-1
139,2020-03-10 17:11:17,"RT @telushk: I love how major American cities are like ""due to fears about coronavirus, we will now be cleaning public spaces with some reg…",telushk love major american city like due fear ronavirus cleaning public space reg,82,1
